# exploratory, not prespecified; post hoc, outside the frozen analysis plan at commit 98b5e09199a5eef0c46be452793e953f5a2af31e
level,structure_id,inchikey,inchikey_first_block,members,labels,tested,distinct_organisms,distinct_genera,distinct_families,distinct_references,lotus_rows
structure,OUYCCCASQSFEME-QMMMGPOBSA-N,OUYCCCASQSFEME-QMMMGPOBSA-N,OUYCCCASQSFEME,OUYCCCASQSFEME-QMMMGPOBSA-N,unknown,false,157,119,87,92,1698
structure,CKLJMWTZIZZHCS-REOHCLBHSA-N,CKLJMWTZIZZHCS-REOHCLBHSA-N,CKLJMWTZIZZHCS,CKLJMWTZIZZHCS-REOHCLBHSA-N,unknown,false,135,99,70,70,1464
structure,FNAZRRHPUDJQCJ-UHFFFAOYSA-N,FNAZRRHPUDJQCJ-UHFFFAOYSA-N,FNAZRRHPUDJQCJ,FNAZRRHPUDJQCJ-UHFFFAOYSA-N,unknown,false,74,55,38,51,841
structure,HEBKCHPVOIAQTA-ZXFHETKHSA-N,HEBKCHPVOIAQTA-ZXFHETKHSA-N,HEBKCHPVOIAQTA,HEBKCHPVOIAQTA-ZXFHETKHSA-N,unknown,false,37,21,21,24,334
structure,IGGUPRCHHJZPBS-UHFFFAOYSA-N,IGGUPRCHHJZPBS-UHFFFAOYSA-N,IGGUPRCHHJZPBS,IGGUPRCHHJZPBS-UHFFFAOYSA-N,unknown,false,168,104,61,111,2046
structure,APJYDQYYACXCRM-UHFFFAOYSA-N,APJYDQYYACXCRM-UHFFFAOYSA-N,APJYDQYYACXCRM,APJYDQYYACXCRM-UHFFFAOYSA-N,unknown,false,66,44,32,53,909
structure,HNDVDQJCIGZPNO-UHFFFAOYSA-N,HNDVDQJCIGZPNO-UHFFFAOYSA-N,HNDVDQJCIGZPNO,HNDVDQJCIGZPNO-UHFFFAOYSA-N,unknown,false,12,10,10,11,168
structure,YCCMTCQQDULIFE-UHFFFAOYSA-N,YCCMTCQQDULIFE-UHFFFAOYSA-N,YCCMTCQQDULIFE,YCCMTCQQDULIFE-UHFFFAOYSA-N,unknown,false,4,4,4,4,44
structure,FJKROLUGYXJWQN-UHFFFAOYSA-N,FJKROLUGYXJWQN-UHFFFAOYSA-N,FJKROLUGYXJWQN,FJKROLUGYXJWQN-UHFFFAOYSA-N,unknown,false,609,339,142,496,8837
structure,LNTHITQWFMADLM-UHFFFAOYSA-N,LNTHITQWFMADLM-UHFFFAOYSA-N,LNTHITQWFMADLM,LNTHITQWFMADLM-UHFFFAOYSA-N,inactive,true,610,298,111,587,10888
structure,REFJWTPEDVJJIY-UHFFFAOYSA-N,REFJWTPEDVJJIY-UHFFFAOYSA-N,REFJWTPEDVJJIY,REFJWTPEDVJJIY-UHFFFAOYSA-N,unknown,false,2056,737,176,1332,30544
structure,KSEBMYQBYZTDHS-UHFFFAOYSA-N,KSEBMYQBYZTDHS-UHFFFAOYSA-N,KSEBMYQBYZTDHS,KSEBMYQBYZTDHS-UHFFFAOYSA-N,unknown,false,297,196,86,258,4723
structure,KSEBMYQBYZTDHS-HWKANZROSA-N,KSEBMYQBYZTDHS-HWKANZROSA-N,KSEBMYQBYZTDHS,KSEBMYQBYZTDHS-HWKANZROSA-N,unknown,false,552,333,118,514,7799
structure,KZNIFHPLKGYRTM-UHFFFAOYSA-N,KZNIFHPLKGYRTM-UHFFFAOYSA-N,KZNIFHPLKGYRTM,KZNIFHPLKGYRTM-UHFFFAOYSA-N,unknown,false,1158,503,143,813,17471
structure,IQPNAANSBPBGFQ-UHFFFAOYSA-N,IQPNAANSBPBGFQ-UHFFFAOYSA-N,IQPNAANSBPBGFQ,IQPNAANSBPBGFQ-UHFFFAOYSA-N,inactive,true,1306,526,129,836,19935
structure,SBHXYTNGIZCORC-ZDUSSCGKSA-N,SBHXYTNGIZCORC-ZDUSSCGKSA-N,SBHXYTNGIZCORC,SBHXYTNGIZCORC-ZDUSSCGKSA-N,unknown,false,214,130,50,155,2322
structure,FTVWIRXFELQLPI-ZDUSSCGKSA-N,FTVWIRXFELQLPI-ZDUSSCGKSA-N,FTVWIRXFELQLPI,FTVWIRXFELQLPI-ZDUSSCGKSA-N,unknown,false,174,114,52,112,1755
structure,WXTMDXOMEHJXQO-UHFFFAOYSA-N,WXTMDXOMEHJXQO-UHFFFAOYSA-N,WXTMDXOMEHJXQO,WXTMDXOMEHJXQO-UHFFFAOYSA-N,unknown,false,109,68,36,62,1441
structure,NGSWKAQJJWESNS-ZZXKWVIFSA-N,NGSWKAQJJWESNS-ZZXKWVIFSA-N,NGSWKAQJJWESNS,NGSWKAQJJWESNS-ZZXKWVIFSA-N,unknown,false,604,365,126,523,7849
structure,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,JMSVCTWVEWCHDZ,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,unknown,false,282,187,82,210,4374
structure,NGSWKAQJJWESNS-UHFFFAOYSA-N,NGSWKAQJJWESNS-UHFFFAOYSA-N,NGSWKAQJJWESNS,NGSWKAQJJWESNS-UHFFFAOYSA-N,unknown,false,397,256,109,337,6164
structure,WKOLLVMJNQIZCI-UHFFFAOYSA-N,WKOLLVMJNQIZCI-UHFFFAOYSA-N,WKOLLVMJNQIZCI,WKOLLVMJNQIZCI-UHFFFAOYSA-N,unknown,false,521,329,123,454,8152
structure,IYRMWMYZSQPJKC-UHFFFAOYSA-N,IYRMWMYZSQPJKC-UHFFFAOYSA-N,IYRMWMYZSQPJKC,IYRMWMYZSQPJKC-UHFFFAOYSA-N,unknown,false,1413,563,159,847,20762
structure,XZTRGHMNLXAJPZ-DGBSRBSYSA-N,XZTRGHMNLXAJPZ-DGBSRBSYSA-N,XZTRGHMNLXAJPZ,XZTRGHMNLXAJPZ-DGBSRBSYSA-N,unknown,false,2,2,2,2,32
structure,JPUKWEQWGBDDQB-QSOFNFLRSA-N,JPUKWEQWGBDDQB-QSOFNFLRSA-N,JPUKWEQWGBDDQB,JPUKWEQWGBDDQB-QSOFNFLRSA-N,unknown,false,927,395,135,620,10939
structure,IKMDFBPHZNJCSN-UHFFFAOYSA-N,IKMDFBPHZNJCSN-UHFFFAOYSA-N,IKMDFBPHZNJCSN,IKMDFBPHZNJCSN-UHFFFAOYSA-N,unknown,false,517,179,84,229,8199
structure,OVSQVDMCBVZWGM-LVWULRLVSA-N,OVSQVDMCBVZWGM-LVWULRLVSA-N,OVSQVDMCBVZWGM,OVSQVDMCBVZWGM-LVWULRLVSA-N,unknown,false,969,410,119,557,11802
structure,PEFASEPMJYRQBW-HKWQTAEVSA-N,PEFASEPMJYRQBW-HKWQTAEVSA-N,PEFASEPMJYRQBW,PEFASEPMJYRQBW-HKWQTAEVSA-N,unknown,false,36,17,5,32,384
structure,IKGXIBQEEMLURG-NVPNHPEKSA-N,IKGXIBQEEMLURG-NVPNHPEKSA-N,IKGXIBQEEMLURG,IKGXIBQEEMLURG-NVPNHPEKSA-N,unknown,false,1125,518,139,887,14711
structure,FNTJVYCFNVUBOL-ZUGPOPFOSA-N,FNTJVYCFNVUBOL-ZUGPOPFOSA-N,FNTJVYCFNVUBOL,FNTJVYCFNVUBOL-ZUGPOPFOSA-N,unknown,false,19,15,11,17,149
structure,PEFASEPMJYRQBW-DQNJWZGDSA-N,PEFASEPMJYRQBW-DQNJWZGDSA-N,PEFASEPMJYRQBW,PEFASEPMJYRQBW-DQNJWZGDSA-N,unknown,false,6,6,4,6,41
structure,DUBCCGAQYVUYEU-ZUGPOPFOSA-N,DUBCCGAQYVUYEU-ZUGPOPFOSA-N,DUBCCGAQYVUYEU,DUBCCGAQYVUYEU-ZUGPOPFOSA-N,unknown,false,113,72,31,95,1358
structure,OPJZLUXFQFQYAI-GNPVFZCLSA-N,OPJZLUXFQFQYAI-GNPVFZCLSA-N,OPJZLUXFQFQYAI,OPJZLUXFQFQYAI-GNPVFZCLSA-N,unknown,false,38,32,23,33,242
structure,AIONOLUJZLIMTK-AWEZNQCLSA-N,AIONOLUJZLIMTK-AWEZNQCLSA-N,AIONOLUJZLIMTK,AIONOLUJZLIMTK-AWEZNQCLSA-N,unknown,false,72,43,19,30,955
structure,SGEWCQFRYRRZDC-VPRICQMDSA-N,SGEWCQFRYRRZDC-VPRICQMDSA-N,SGEWCQFRYRRZDC,SGEWCQFRYRRZDC-VPRICQMDSA-N,unknown,false,312,161,69,231,3374
structure,HFGSQOYIOKBQOW-ZSDYHTTISA-N,HFGSQOYIOKBQOW-ZSDYHTTISA-N,HFGSQOYIOKBQOW,HFGSQOYIOKBQOW-ZSDYHTTISA-N,unknown,false,139,82,38,133,1512
structure,WCGUUGGRBIKTOS-GPOJBZKASA-N,WCGUUGGRBIKTOS-GPOJBZKASA-N,WCGUUGGRBIKTOS,WCGUUGGRBIKTOS-GPOJBZKASA-N,unknown,false,836,419,117,772,9807
structure,RXGUTQNKCXHALN-BJMVGYQFSA-N,RXGUTQNKCXHALN-BJMVGYQFSA-N,RXGUTQNKCXHALN,RXGUTQNKCXHALN-BJMVGYQFSA-N,unknown,false,65,43,20,49,787
structure,NPJICTMALKLTFW-OFUAXYCQSA-N,NPJICTMALKLTFW-OFUAXYCQSA-N,NPJICTMALKLTFW,NPJICTMALKLTFW-OFUAXYCQSA-N,unknown,false,1179,681,174,1085,11793
structure,DUEINKIQNGZKPL-VYJAJWGXSA-N,DUEINKIQNGZKPL-VYJAJWGXSA-N,DUEINKIQNGZKPL,DUEINKIQNGZKPL-VYJAJWGXSA-N,unknown,false,19,12,5,18,200
structure,ZDTVOKFHNGKTNZ-UHFFFAOYSA-N,ZDTVOKFHNGKTNZ-UHFFFAOYSA-N,ZDTVOKFHNGKTNZ,ZDTVOKFHNGKTNZ-UHFFFAOYSA-N,unknown,false,2,1,1,1,12
structure,XVAVQANUJQBBFF-FUHWJXTLSA-N,XVAVQANUJQBBFF-FUHWJXTLSA-N,XVAVQANUJQBBFF,XVAVQANUJQBBFF-FUHWJXTLSA-N,unknown,false,4,3,2,3,29
structure,LEHOTFFKMJEONL-UHFFFAOYSA-N,LEHOTFFKMJEONL-UHFFFAOYSA-N,LEHOTFFKMJEONL,LEHOTFFKMJEONL-UHFFFAOYSA-N,unknown,false,22,13,12,18,271
structure,GTZCVFVGUGFEME-UHFFFAOYSA-N,GTZCVFVGUGFEME-UHFFFAOYSA-N,GTZCVFVGUGFEME,GTZCVFVGUGFEME-UHFFFAOYSA-N,unknown,false,13,12,8,9,147
structure,SRBFZHDQGSBBOR-SQOUGZDYSA-N,SRBFZHDQGSBBOR-SQOUGZDYSA-N,SRBFZHDQGSBBOR,SRBFZHDQGSBBOR-SQOUGZDYSA-N,unknown,false,2,2,2,2,26
structure,PCMORTLOPMLEFB-UHFFFAOYSA-N,PCMORTLOPMLEFB-UHFFFAOYSA-N,PCMORTLOPMLEFB,PCMORTLOPMLEFB-UHFFFAOYSA-N,unknown,false,51,32,18,44,901
structure,HDTRYLNUVZCQOY-WSWWMNSNSA-N,HDTRYLNUVZCQOY-WSWWMNSNSA-N,HDTRYLNUVZCQOY,HDTRYLNUVZCQOY-WSWWMNSNSA-N,unknown,false,4,3,3,3,35
structure,MEFKEPWMEQBLKI-UXKFHTAHSA-N,MEFKEPWMEQBLKI-UXKFHTAHSA-N,MEFKEPWMEQBLKI,MEFKEPWMEQBLKI-UXKFHTAHSA-N,unknown,false,1,1,1,1,8
structure,QQGLQYQXUKHWPX-UHFFFAOYSA-N,QQGLQYQXUKHWPX-UHFFFAOYSA-N,QQGLQYQXUKHWPX,QQGLQYQXUKHWPX-UHFFFAOYSA-N,unknown,false,16,6,4,8,172
structure,ZJUKTBDSGOFHSH-XSTWQCECSA-N,ZJUKTBDSGOFHSH-XSTWQCECSA-N,ZJUKTBDSGOFHSH,ZJUKTBDSGOFHSH-XSTWQCECSA-N,unknown,false,1,1,1,1,16
structure,ONIBWKKTOPOVIA-BYPYZUCNSA-N,ONIBWKKTOPOVIA-BYPYZUCNSA-N,ONIBWKKTOPOVIA,ONIBWKKTOPOVIA-BYPYZUCNSA-N,unknown,false,163,108,73,78,1796
structure,QIVBCDIJIAJPQS-VIFPVBQESA-N,QIVBCDIJIAJPQS-VIFPVBQESA-N,QIVBCDIJIAJPQS,QIVBCDIJIAJPQS-VIFPVBQESA-N,unknown,false,150,116,85,104,1675
structure,DCXYFEDJOCDNAF-REOHCLBHSA-N,DCXYFEDJOCDNAF-REOHCLBHSA-N,DCXYFEDJOCDNAF,DCXYFEDJOCDNAF-REOHCLBHSA-N,unknown,false,57,43,34,48,662
structure,SBJKKFFYIZUCET-JLAZNSOCSA-N,SBJKKFFYIZUCET-JLAZNSOCSA-N,SBJKKFFYIZUCET,SBJKKFFYIZUCET-JLAZNSOCSA-N,unknown,false,16,9,8,10,177
structure,KZSNJWFQEVHDMF-BYPYZUCNSA-N,KZSNJWFQEVHDMF-BYPYZUCNSA-N,KZSNJWFQEVHDMF,KZSNJWFQEVHDMF-BYPYZUCNSA-N,active,true,155,117,76,87,1737
structure,VZCYOOQTPOCHFL-UHFFFAOYSA-N,VZCYOOQTPOCHFL-UHFFFAOYSA-N,VZCYOOQTPOCHFL,VZCYOOQTPOCHFL-UHFFFAOYSA-N,unknown,false,24,23,20,27,359
structure,WQZGKKKJIJFFOK-ZSNZIGRDSA-N,WQZGKKKJIJFFOK-ZSNZIGRDSA-N,WQZGKKKJIJFFOK,WQZGKKKJIJFFOK-ZSNZIGRDSA-N,unknown,false,1,1,1,1,16
structure,WQZGKKKJIJFFOK-PHYPRBDBSA-N,WQZGKKKJIJFFOK-PHYPRBDBSA-N,WQZGKKKJIJFFOK,WQZGKKKJIJFFOK-PHYPRBDBSA-N,unknown,false,8,8,8,8,55
structure,AYFVYJQAPQTCCC-GBXIJSLDSA-N,AYFVYJQAPQTCCC-GBXIJSLDSA-N,AYFVYJQAPQTCCC,AYFVYJQAPQTCCC-GBXIJSLDSA-N,unknown,false,134,101,73,70,1474
structure,NBSCHQHZLSJFNQ-FPRJBGLDSA-N,NBSCHQHZLSJFNQ-FPRJBGLDSA-N,NBSCHQHZLSJFNQ,NBSCHQHZLSJFNQ-FPRJBGLDSA-N,unknown,false,2,2,2,2,20
structure,RGHNJXZEOKUKBD-UHFFFAOYSA-N,RGHNJXZEOKUKBD-UHFFFAOYSA-N,RGHNJXZEOKUKBD,RGHNJXZEOKUKBD-UHFFFAOYSA-N,unknown,false,3,3,4,6,50
structure,RFSUNEUAIZKAJO-KVTDHHQDSA-N,RFSUNEUAIZKAJO-KVTDHHQDSA-N,RFSUNEUAIZKAJO,RFSUNEUAIZKAJO-KVTDHHQDSA-N,unknown,false,1,1,1,1,16
structure,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV-UHFFFAOYSA-N,PEDCQBHIVMGVHV,PEDCQBHIVMGVHV-UHFFFAOYSA-N,unknown,false,59,49,40,61,755
structure,GTZCVFVGUGFEME-HNQUOIGGSA-N,GTZCVFVGUGFEME-HNQUOIGGSA-N,GTZCVFVGUGFEME,GTZCVFVGUGFEME-HNQUOIGGSA-N,unknown,false,23,17,14,18,187
structure,CDAISMWEOUEBRE-CDRYSYESSA-N,CDAISMWEOUEBRE-CDRYSYESSA-N,CDAISMWEOUEBRE,CDAISMWEOUEBRE-CDRYSYESSA-N,unknown,false,20,14,15,12,171
structure,AEMOLEFTQBMNLQ-DTEWXJGMSA-N,AEMOLEFTQBMNLQ-DTEWXJGMSA-N,AEMOLEFTQBMNLQ,AEMOLEFTQBMNLQ-DTEWXJGMSA-N,unknown,false,19,11,11,13,210
structure,FFEARJCKVFRZRR-BYPYZUCNSA-N,FFEARJCKVFRZRR-BYPYZUCNSA-N,FFEARJCKVFRZRR,FFEARJCKVFRZRR-BYPYZUCNSA-N,unknown,false,115,88,64,57,1287
structure,RWSXRVCMGQZWBV-WDSKDSINSA-N,RWSXRVCMGQZWBV-WDSKDSINSA-N,RWSXRVCMGQZWBV,RWSXRVCMGQZWBV-WDSKDSINSA-N,unknown,false,24,21,18,18,255
structure,DLRVVLDZNNYCBX-LDGFZSKTSA-N,DLRVVLDZNNYCBX-LDGFZSKTSA-N,DLRVVLDZNNYCBX,DLRVVLDZNNYCBX-LDGFZSKTSA-N,unknown,false,1,1,1,1,16
structure,UKAUYVFTDYCKQA-VKHMYHEASA-N,UKAUYVFTDYCKQA-VKHMYHEASA-N,UKAUYVFTDYCKQA,UKAUYVFTDYCKQA-VKHMYHEASA-N,unknown,false,18,11,10,13,178
structure,ODKSFYDXXFIFQN-BYPYZUCNSA-N,ODKSFYDXXFIFQN-BYPYZUCNSA-N,ODKSFYDXXFIFQN,ODKSFYDXXFIFQN-BYPYZUCNSA-N,unknown,false,157,114,76,76,1711
structure,RBNPOMFGQQGHHO-UWTATZPHSA-N,RBNPOMFGQQGHHO-UWTATZPHSA-N,RBNPOMFGQQGHHO,RBNPOMFGQQGHHO-UWTATZPHSA-N,unknown,false,9,10,9,10,90
structure,IAJILQKETJEXLJ-RSJOWCBRSA-N,IAJILQKETJEXLJ-RSJOWCBRSA-N,IAJILQKETJEXLJ,IAJILQKETJEXLJ-RSJOWCBRSA-N,unknown,false,7,7,7,6,86
structure,CZMRCDWAGMRECN-UHFFFAOYSA-N,CZMRCDWAGMRECN-UHFFFAOYSA-N,CZMRCDWAGMRECN,CZMRCDWAGMRECN-UHFFFAOYSA-N,unknown,false,17,12,12,17,135
structure,VFRROHXSMXFLSN-KVTDHHQDSA-N,VFRROHXSMXFLSN-KVTDHHQDSA-N,VFRROHXSMXFLSN,VFRROHXSMXFLSN-KVTDHHQDSA-N,unknown,false,2,2,2,2,10
structure,CDAISMWEOUEBRE-UHFFFAOYSA-N,CDAISMWEOUEBRE-UHFFFAOYSA-N,CDAISMWEOUEBRE,CDAISMWEOUEBRE-UHFFFAOYSA-N,unknown,false,102,81,55,86,1221
structure,GUBGYTABKSRVRQ-YOLKTULGSA-N,GUBGYTABKSRVRQ-YOLKTULGSA-N,GUBGYTABKSRVRQ,GUBGYTABKSRVRQ-YOLKTULGSA-N,unknown,false,1,1,1,1,16
structure,NMPZCCZXCOMSDQ-XVFCMESISA-N,NMPZCCZXCOMSDQ-XVFCMESISA-N,NMPZCCZXCOMSDQ,NMPZCCZXCOMSDQ-XVFCMESISA-N,unknown,false,2,2,2,2,30
structure,FEWJPZIEWOKRBE-JCYAYHJZSA-N,FEWJPZIEWOKRBE-JCYAYHJZSA-N,FEWJPZIEWOKRBE,FEWJPZIEWOKRBE-JCYAYHJZSA-N,unknown,false,10,11,10,9,72
structure,NCMVOABPESMRCP-UHFFFAOYSA-N,NCMVOABPESMRCP-UHFFFAOYSA-N,NCMVOABPESMRCP,NCMVOABPESMRCP-UHFFFAOYSA-N,unknown,false,7,7,7,7,33
structure,DEFJQIDDEAULHB-IMJSIDKUSA-N,DEFJQIDDEAULHB-IMJSIDKUSA-N,DEFJQIDDEAULHB,DEFJQIDDEAULHB-IMJSIDKUSA-N,unknown,false,1,1,1,1,16
structure,GYOZYWVXFNDGLU-XLPZGREQSA-N,GYOZYWVXFNDGLU-XLPZGREQSA-N,GYOZYWVXFNDGLU,GYOZYWVXFNDGLU-XLPZGREQSA-N,unknown,false,6,6,6,6,49
structure,XUYPXLNMDZIRQH-LURJTMIESA-N,XUYPXLNMDZIRQH-LURJTMIESA-N,XUYPXLNMDZIRQH,XUYPXLNMDZIRQH-LURJTMIESA-N,unknown,false,6,6,6,7,60
structure,CDOJPCSDOXYJJF-CBTAGEKQSA-N,CDOJPCSDOXYJJF-CBTAGEKQSA-N,CDOJPCSDOXYJJF,CDOJPCSDOXYJJF-CBTAGEKQSA-N,unknown,false,7,7,8,8,77
structure,MDCTVRUPVLZSPG-BQBZGAKWSA-N,MDCTVRUPVLZSPG-BQBZGAKWSA-N,MDCTVRUPVLZSPG,MDCTVRUPVLZSPG-BQBZGAKWSA-N,unknown,false,1,1,1,1,16
structure,GKHCBYYBLTXYEV-UJPOAAIJSA-N,GKHCBYYBLTXYEV-UJPOAAIJSA-N,GKHCBYYBLTXYEV,GKHCBYYBLTXYEV-UJPOAAIJSA-N,unknown,false,85,65,33,76,744
structure,AMBQHHVBBHTQBF-UOUCRYGSSA-N,AMBQHHVBBHTQBF-UOUCRYGSSA-N,AMBQHHVBBHTQBF,AMBQHHVBBHTQBF-UOUCRYGSSA-N,unknown,false,100,51,21,91,1418
structure,WNLRTRBMVRJNCN-UHFFFAOYSA-N,WNLRTRBMVRJNCN-UHFFFAOYSA-N,WNLRTRBMVRJNCN,WNLRTRBMVRJNCN-UHFFFAOYSA-N,unknown,false,12,11,10,14,158
structure,BOPGDPNILDQYTO-NNYOXOHSSA-N,BOPGDPNILDQYTO-NNYOXOHSSA-N,BOPGDPNILDQYTO,BOPGDPNILDQYTO-NNYOXOHSSA-N,unknown,false,4,4,4,4,44
structure,HJCMDXDYPOUFDY-WHFBIAKZSA-N,HJCMDXDYPOUFDY-WHFBIAKZSA-N,HJCMDXDYPOUFDY,HJCMDXDYPOUFDY-WHFBIAKZSA-N,unknown,false,1,1,1,1,16
structure,JZDHUJAFXGNDSB-WHFBIAKZSA-N,JZDHUJAFXGNDSB-WHFBIAKZSA-N,JZDHUJAFXGNDSB,JZDHUJAFXGNDSB-WHFBIAKZSA-N,unknown,false,1,1,1,1,16
structure,QGWNDRXFNXRZMB-UUOKFMHZSA-N,QGWNDRXFNXRZMB-UUOKFMHZSA-N,QGWNDRXFNXRZMB,QGWNDRXFNXRZMB-UUOKFMHZSA-N,unknown,false,5,5,5,6,59
structure,UGQMRVRMYYASKQ-KQYNXXCUSA-N,UGQMRVRMYYASKQ-KQYNXXCUSA-N,UGQMRVRMYYASKQ,UGQMRVRMYYASKQ-KQYNXXCUSA-N,unknown,false,39,35,37,38,360
structure,GHOKWGTUZJEAQD-UHFFFAOYSA-N,GHOKWGTUZJEAQD-UHFFFAOYSA-N,GHOKWGTUZJEAQD,GHOKWGTUZJEAQD-UHFFFAOYSA-N,unknown,false,12,12,13,11,126
structure,JVGVDSSUAVXRDY-UHFFFAOYSA-N,JVGVDSSUAVXRDY-UHFFFAOYSA-N,JVGVDSSUAVXRDY,JVGVDSSUAVXRDY-UHFFFAOYSA-N,unknown,false,7,7,6,8,64
structure,DSLZVSRJTYRBFB-LLEIAEIESA-N,DSLZVSRJTYRBFB-LLEIAEIESA-N,DSLZVSRJTYRBFB,DSLZVSRJTYRBFB-LLEIAEIESA-N,unknown,false,17,9,9,13,208
structure,BTNMPGBKDVTSJY-UHFFFAOYSA-N,BTNMPGBKDVTSJY-UHFFFAOYSA-N,BTNMPGBKDVTSJY,BTNMPGBKDVTSJY-UHFFFAOYSA-N,unknown,false,6,6,7,8,88
structure,RGHNJXZEOKUKBD-MGCNEYSASA-N,RGHNJXZEOKUKBD-MGCNEYSASA-N,RGHNJXZEOKUKBD,RGHNJXZEOKUKBD-MGCNEYSASA-N,unknown,false,11,4,5,5,111
structure,XFTRTWQBIOMVPK-RXMQYKEDSA-N,XFTRTWQBIOMVPK-RXMQYKEDSA-N,XFTRTWQBIOMVPK,XFTRTWQBIOMVPK-RXMQYKEDSA-N,unknown,false,12,4,3,5,113
structure,UASRYODFRYWBRC-UUOKFMHZSA-N,UASRYODFRYWBRC-UUOKFMHZSA-N,UASRYODFRYWBRC,UASRYODFRYWBRC-UUOKFMHZSA-N,unknown,false,3,3,3,3,38
structure,UOOOPKANIPLQPU-XVFCMESISA-N,UOOOPKANIPLQPU-XVFCMESISA-N,UOOOPKANIPLQPU,UOOOPKANIPLQPU-XVFCMESISA-N,unknown,false,5,5,5,5,51
structure,STTYIMSDIYISRG-WDSKDSINSA-N,STTYIMSDIYISRG-WDSKDSINSA-N,STTYIMSDIYISRG,STTYIMSDIYISRG-WDSKDSINSA-N,unknown,false,1,1,1,1,16
structure,XJLXINKUBYWONI-NNYOXOHSSA-N,XJLXINKUBYWONI-NNYOXOHSSA-N,XJLXINKUBYWONI,XJLXINKUBYWONI-NNYOXOHSSA-N,unknown,false,3,3,3,3,36
structure,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA-N,unknown,false,8,8,9,9,77
structure,HNDVDQJCIGZPNO-YFKPBYRVSA-N,HNDVDQJCIGZPNO-YFKPBYRVSA-N,HNDVDQJCIGZPNO,HNDVDQJCIGZPNO-YFKPBYRVSA-N,unknown,false,124,101,72,69,1772
structure,RQFCJASXJCIDSX-UUOKFMHZSA-N,RQFCJASXJCIDSX-UUOKFMHZSA-N,RQFCJASXJCIDSX,RQFCJASXJCIDSX-UUOKFMHZSA-N,unknown,false,17,16,16,17,171
structure,UBORTCNDUKBEOP-UUOKFMHZSA-N,UBORTCNDUKBEOP-UUOKFMHZSA-N,UBORTCNDUKBEOP,UBORTCNDUKBEOP-UUOKFMHZSA-N,unknown,false,17,12,13,17,188
structure,KOSRFJWDECSPRO-WDSKDSINSA-N,KOSRFJWDECSPRO-WDSKDSINSA-N,KOSRFJWDECSPRO,KOSRFJWDECSPRO-WDSKDSINSA-N,unknown,false,3,3,3,3,36
structure,BJEPYKJPYRNKOW-REOHCLBHSA-N,BJEPYKJPYRNKOW-REOHCLBHSA-N,BJEPYKJPYRNKOW,BJEPYKJPYRNKOW-REOHCLBHSA-N,unknown,false,34,30,31,35,326
structure,HSPSXROIMXIJQW-BQBZGAKWSA-N,HSPSXROIMXIJQW-BQBZGAKWSA-N,HSPSXROIMXIJQW,HSPSXROIMXIJQW-BQBZGAKWSA-N,unknown,false,1,1,1,1,16
structure,KFKWRHQBZQICHA-STQMWFEESA-N,KFKWRHQBZQICHA-STQMWFEESA-N,KFKWRHQBZQICHA,KFKWRHQBZQICHA-STQMWFEESA-N,unknown,false,2,2,2,2,22
structure,NUCLJNSWZCHRKL-UHFFFAOYSA-N,NUCLJNSWZCHRKL-UHFFFAOYSA-N,NUCLJNSWZCHRKL,NUCLJNSWZCHRKL-UHFFFAOYSA-N,unknown,false,6,6,6,8,86
structure,IQFYYKKMVGJFEH-XLPZGREQSA-N,IQFYYKKMVGJFEH-XLPZGREQSA-N,IQFYYKKMVGJFEH,IQFYYKKMVGJFEH-XLPZGREQSA-N,unknown,false,46,43,40,46,488
structure,UHDGCWIWMRVCDJ-XVFCMESISA-N,UHDGCWIWMRVCDJ-XVFCMESISA-N,UHDGCWIWMRVCDJ,UHDGCWIWMRVCDJ-XVFCMESISA-N,unknown,false,16,16,15,18,173
structure,CDAISMWEOUEBRE-GNIYUCBRSA-N,CDAISMWEOUEBRE-GNIYUCBRSA-N,CDAISMWEOUEBRE,CDAISMWEOUEBRE-GNIYUCBRSA-N,unknown,false,2,2,2,2,24
structure,FVTCRASFADXXNN-SCRDCRAPSA-N,FVTCRASFADXXNN-SCRDCRAPSA-N,FVTCRASFADXXNN,FVTCRASFADXXNN-SCRDCRAPSA-N,unknown,false,5,5,5,6,65
structure,PWKSKIMOESPYIA-BYPYZUCNSA-N,PWKSKIMOESPYIA-BYPYZUCNSA-N,PWKSKIMOESPYIA,PWKSKIMOESPYIA-BYPYZUCNSA-N,unknown,false,6,5,5,6,62
structure,DJJCXFVJDGTHFX-XVFCMESISA-N,DJJCXFVJDGTHFX-XVFCMESISA-N,DJJCXFVJDGTHFX,DJJCXFVJDGTHFX-XVFCMESISA-N,unknown,false,18,16,18,19,197
structure,FYSSBMZUBSBFJL-UHFFFAOYSA-N,FYSSBMZUBSBFJL-UHFFFAOYSA-N,FYSSBMZUBSBFJL,FYSSBMZUBSBFJL-UHFFFAOYSA-N,unknown,false,3,3,3,3,31
